CustomerID,Gender,Age,Under30,SeniorCitizen,Married,Dependents,NumberofDependents,Country,State,City,ZipCode,Latitude,Longitude,Population,Quarter,ReferredaFriend,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,CustomerStatus,ChurnLabel,ChurnScore,CLTV,ChurnCategory,ChurnReason
4612-THJBS,Female,68,No,Yes,No,No,0,United States,California,Terra Bella,93270,35.939068,-119.043666,5868,Q3,No,0,56,,Yes,34.58,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,5510.65,0.0,0,1936.48,7447.13,3,Churned,Yes,93,5605,Attitude,Attitude of service provider
4094-NSEDU,Female,79,No,Yes,No,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,No,0,21,,Yes,21.15,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1973.75,0.0,0,444.15,2417.9,2,Churned,Yes,73,4819,Competitor,Competitor made better offer
1846-XWOQN,Female,80,No,Yes,No,No,0,United States,California,Bradley,93426,35.842889,-121.004862,1363,Q3,No,0,1,,Yes,47.97,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,70.15,0.0,0,47.97,118.12,2,Churned,Yes,71,2825,Competitor,Competitor made better offer
3757-NJYBX,Male,77,No,Yes,Yes,No,0,United States,California,Nipomo,93444,35.050345,-120.489599,15405,Q3,Yes,3,32,,Yes,7.92,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,3520.75,0.0,0,253.44,3774.19,2,Churned,Yes,65,4113,Other,Moved
9898-KZQDZ,Female,65,No,Yes,Yes,No,0,United States,California,Lee Vining,93541,37.890145,-119.184087,504,Q3,Yes,1,40,,Yes,49.5,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.55,3640.45,0.0,0,1980.0,5620.45,1,Churned,Yes,95,5676,Competitor,Competitor had better devices
8263-JQAIK,Male,66,No,Yes,No,No,0,United States,California,Palmdale,93591,34.598221,-117.79593,6787,Q3,No,0,2,,No,0.0,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.45,47.5,0.0,0,0.0,47.5,3,Churned,Yes,77,5573,Competitor,Competitor offered more data
2205-YMZZJ,Male,75,No,Yes,No,No,0,United States,California,Clovis,93612,36.814539,-119.711868,33856,Q3,No,0,7,,Yes,39.51,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,546.95,0.0,0,276.57,823.52,3,Churned,Yes,70,2015,Competitor,Competitor made better offer
1254-IZEYF,Female,74,No,Yes,No,No,0,United States,California,Cutler,93615,36.497895,-119.285484,5519,Q3,No,0,31,,Yes,39.36,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,3186.65,0.0,0,1220.16,4406.81,3,Churned,Yes,96,5362,Competitor,Competitor made better offer
9221-OTIVJ,Female,80,No,Yes,No,No,0,United States,California,Dunlap,93621,36.789213,-119.140338,506,Q3,No,0,14,,Yes,29.96,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.85,1531.4,0.0,0,419.44,1950.84,1,Churned,Yes,86,2292,Dissatisfaction,Product dissatisfaction
5908-QMGOE,Male,74,No,Yes,No,No,0,United States,California,Fowler,93625,36.625792,-119.672483,5635,Q3,No,0,15,,Yes,23.53,Yes,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.2,1133.9,43.31,0,352.95,1443.54,1,Churned,Yes,80,4553,Competitor,Competitor had better devices
0397-GZBBC,Male,70,No,Yes,Yes,No,0,United States,California,South Dos Palos,93665,36.959731,-120.653519,343,Q3,No,0,59,,Yes,10.78,Yes,Yes,Fiber Optic,15,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,5574.75,8.13,0,636.02,6202.64,2,Churned,Yes,85,5390,Price,Price too high
7641-EUYET,Male,76,No,Yes,Yes,No,0,United States,California,Tranquillity,93668,36.635661,-120.288644,1130,Q3,Yes,3,46,,Yes,49.11,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.7,4541.2,46.64,0,2259.06,6753.62,1,Churned,Yes,72,5712,Dissatisfaction,Product dissatisfaction
8922-LIEGH,Female,72,No,Yes,No,No,0,United States,California,Jolon,93928,35.930782,-121.189757,254,Q3,No,0,25,,Yes,36.36,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.7,2187.55,23.33,0,909.0,3073.22,3,Churned,Yes,82,4078,Dissatisfaction,Poor expertise of online support
8245-UMPYT,Female,66,No,Yes,No,No,0,United States,California,Lockwood,93932,35.989792,-121.055933,538,Q3,No,0,16,,Yes,32.11,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.4,1581.2,47.2,0,513.76,2047.76,3,Churned,Yes,80,2688,Dissatisfaction,Poor expertise of phone support
5186-SAMNZ,Male,75,No,Yes,No,No,0,United States,California,Marina,93933,36.689582,-121.758398,21759,Q3,No,0,1,,Yes,41.2,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.5,69.5,0.0,80,41.2,190.7,2,Churned,Yes,77,3273,Price,Price too high
5373-SFODM,Male,65,No,Yes,Yes,No,0,United States,California,San Lucas,93954,36.125529,-120.864443,521,Q3,Yes,1,36,,Yes,24.54,Yes,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.25,3132.75,0.0,0,883.44,4016.19,2,Churned,Yes,82,3041,Dissatisfaction,Product dissatisfaction
0022-TCJCI,Male,79,No,Yes,No,No,0,United States,California,Daly City,94015,37.680844,-122.48131,63337,Q3,No,0,45,,Yes,10.67,No,Yes,DSL,17,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,62.7,2791.5,0.0,0,480.15,3271.65,1,Churned,Yes,92,2654,Dissatisfaction,Limited range of services
5130-IEKQT,Male,73,No,Yes,No,No,0,United States,California,San Francisco,94109,37.794487,-122.42227,56330,Q3,No,0,25,Offer C,Yes,46.34,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,105.95,2655.25,0.0,0,1158.5,3813.75,2,Churned,Yes,91,4283,Price,Price too high
3269-ATYWD,Male,79,No,Yes,No,No,0,United States,California,San Francisco,94123,37.800254,-122.436975,22920,Q3,No,0,39,Offer C,Yes,41.93,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.65,3759.05,0.0,150,1635.27,5544.32,1,Churned,Yes,65,4892,Other,Don't know
0354-WYROK,Female,70,No,Yes,Yes,No,0,United States,California,San Francisco,94130,37.820894,-122.369725,1458,Q3,Yes,1,31,Offer C,Yes,47.95,No,Yes,Fiber Optic,21,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,2911.3,0.0,0,1486.45,4397.75,2,Churned,Yes,91,4050,Other,Don't know
7576-OYWBN,Male,71,No,Yes,No,No,0,United States,California,San Mateo,94402,37.556634,-122.317723,23393,Q3,No,0,3,,Yes,30.25,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,231.8,0.0,0,90.75,322.55,1,Churned,Yes,67,2930,Competitor,Competitor had better devices
5539-TMZLF,Male,69,No,Yes,No,No,0,United States,California,Concord,94520,38.013825,-122.039144,36186,Q3,No,0,1,,Yes,33.84,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,69.75,0.0,0,33.84,103.59,1,Churned,Yes,69,5057,Competitor,Competitor had better devices
3336-JORSO,Female,70,No,Yes,No,No,0,United States,California,Hayward,94542,37.656695,-122.048361,11147,Q3,No,0,33,Offer C,Yes,17.24,Yes,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,110.45,3655.45,0.0,70,568.92,4294.37,1,Churned,Yes,80,3401,Dissatisfaction,Product dissatisfaction
6861-XWTWQ,Male,71,No,Yes,Yes,No,0,United States,California,Napa,94559,38.232389,-122.324944,26894,Q3,Yes,1,7,,Yes,42.92,Yes,Yes,Fiber Optic,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,665.45,0.0,0,300.44,965.89,2,Churned,Yes,90,2487,Attitude,Attitude of support person
4283-FUTGF,Male,67,No,Yes,No,No,0,United States,California,El Sobrante,94803,37.963995,-122.288296,25399,Q3,No,0,19,,Yes,16.78,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,1471.75,0.0,0,318.82,1790.57,3,Churned,Yes,65,3715,Dissatisfaction,Network reliability
2397-BRLOM,Male,67,No,Yes,Yes,No,0,United States,California,San Rafael,94901,37.972662,-122.491452,40239,Q3,Yes,2,8,,Yes,26.99,No,Yes,Fiber Optic,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.45,583.45,0.0,0,215.92,799.37,1,Churned,Yes,91,3443,Other,Don't know
8510-AWCXC,Female,69,No,Yes,No,No,0,United States,California,Novato,94945,38.135897,-122.563683,16429,Q3,No,0,13,Offer D,Yes,7.22,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1308.1,0.0,0,93.86,1401.96,1,Churned,Yes,65,3269,Attitude,Attitude of support person
8225-BTJAU,Male,75,No,Yes,No,No,0,United States,California,Stinson Beach,94970,37.921137,-122.657562,781,Q3,No,0,10,Offer D,Yes,7.51,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,793.55,0.0,0,75.1,868.65,1,Churned,Yes,87,3856,Competitor,Competitor had better devices
1724-BQUHA,Male,67,No,Yes,No,No,0,United States,California,Los Gatos,95032,37.233034,-121.947427,24443,Q3,No,0,5,,Yes,45.72,No,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,477.7,0.0,0,228.6,706.3,2,Churned,Yes,66,2718,Attitude,Attitude of support person
4826-XTSOH,Male,66,No,Yes,Yes,No,0,United States,California,Moss Landing,95039,36.863303,-121.781632,899,Q3,No,0,1,,Yes,38.78,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,86.05,0.0,0,38.78,124.83,1,Churned,Yes,96,4843,Competitor,Competitor had better devices
2408-WITXK,Female,67,No,Yes,No,No,0,United States,California,San Jose,95110,37.34667,-121.910019,18197,Q3,No,0,10,Offer D,No,0.0,No,Yes,DSL,4,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,329.8,0.0,0,0.0,329.8,1,Churned,Yes,92,3244,Other,Deceased
2634-HCZGT,Male,71,No,Yes,Yes,No,0,United States,California,San Jose,95126,37.327069,-121.916819,27023,Q3,Yes,1,53,,Yes,21.67,Yes,Yes,Cable,6,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60.05,3229.65,0.0,100,1148.51,4478.16,1,Churned,Yes,77,5271,Other,Moved
7503-QQRVF,Male,74,No,Yes,Yes,No,0,United States,California,San Jose,95127,37.375156,-121.795867,60620,Q3,Yes,1,16,Offer D,Yes,26.12,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.3,1178.25,0.0,0,417.92,1596.17,1,Churned,Yes,81,2076,Competitor,Competitor had better devices
0709-TVGUR,Female,70,No,Yes,No,No,0,United States,California,Stockton,95207,38.002125,-121.324979,49965,Q3,No,0,9,,Yes,17.56,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,622.9,33.25,0,158.04,747.69,1,Churned,Yes,69,3145,Competitor,Competitor had better devices
3001-CBHLQ,Male,76,No,Yes,Yes,No,0,United States,California,Angels Camp,95222,38.071327,-120.632221,4264,Q3,Yes,1,32,Offer C,Yes,43.51,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,3351.55,33.73,0,1392.32,4710.14,1,Churned,Yes,79,3966,Attitude,Attitude of support person
4102-OQUPX,Male,67,No,Yes,Yes,No,0,United States,California,Sheep Ranch,95250,38.244806,-120.417301,88,Q3,Yes,1,1,,Yes,17.36,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,0.0,30,17.36,121.76,3,Churned,Yes,91,5429,Competitor,Competitor made better offer
3999-QGRJH,Male,80,No,Yes,No,No,0,United States,California,Ballico,95303,37.4695,-120.672724,809,Q3,No,0,8,,Yes,14.89,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,560.85,0.0,0,119.12,679.97,1,Churned,Yes,88,3068,Dissatisfaction,Product dissatisfaction
2454-RPBRZ,Female,67,No,Yes,Yes,No,0,United States,California,Catheys Valley,95306,37.394411,-120.127262,986,Q3,Yes,1,12,Offer D,Yes,30.63,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,1060.2,49.06,0,367.56,1378.7,3,Churned,Yes,90,2709,Dissatisfaction,Service dissatisfaction
2265-CYWIV,Female,68,No,Yes,Yes,No,0,United States,California,Hickman,95323,37.605926,-120.69955,1055,Q3,Yes,1,4,,Yes,18.91,Yes,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.6,347.65,25.79,0,75.64,397.5,1,Churned,Yes,77,4708,Dissatisfaction,Network reliability
4550-VBOFE,Male,69,No,Yes,Yes,No,0,United States,California,Soulsbyville,95372,37.990574,-120.261821,1519,Q3,Yes,1,70,,Yes,17.45,Yes,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.95,7101.5,15.24,0,1221.5,8307.76,1,Churned,Yes,91,5005,Competitor,Competitor had better devices
7409-KIUTL,Female,80,No,Yes,No,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,No,0,1,,Yes,28.64,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.0,71.0,0.0,0,28.64,99.64,3,Churned,Yes,72,5345,Competitor,Competitor made better offer
1732-VHUBQ,Female,73,No,Yes,Yes,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,Yes,1,47,,Yes,26.95,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,3309.25,26.99,0,1266.65,4548.91,3,Churned,Yes,82,4457,Competitor,Competitor made better offer
0679-IDSTG,Female,73,No,Yes,Yes,No,0,United States,California,Branscomb,95417,39.710591,-123.682799,176,Q3,Yes,1,1,,Yes,37.3,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0.0,0,37.3,106.55,1,Churned,Yes,87,4568,Competitor,Competitor had better devices
8802-UNOJF,Male,65,No,Yes,No,No,0,United States,California,Philo,95466,39.094102,-123.500853,1113,Q3,No,0,12,Offer D,Yes,28.63,No,Yes,Cable,7,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,83.8,1029.75,44.58,80,343.56,1408.73,1,Churned,Yes,78,5565,Competitor,Competitor had better devices
6313-GIDIT,Male,73,No,Yes,No,No,0,United States,California,Point Arena,95468,38.911299,-123.609588,1352,Q3,No,0,53,,No,0.0,No,Yes,DSL,25,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,2854.55,20.16,0,0.0,2834.39,2,Churned,Yes,65,6280,Price,Price too high
2845-AFFTX,Male,78,No,Yes,Yes,No,0,United States,California,Westport,95488,39.724433,-123.767578,309,Q3,No,0,41,,Yes,22.56,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4259.3,8.88,0,924.96,5175.38,1,Churned,Yes,76,4726,Dissatisfaction,Product dissatisfaction
2815-CPTUL,Male,68,No,Yes,No,No,0,United States,California,Gasquet,95543,41.867908,-123.794144,532,Q3,No,0,5,,Yes,2.27,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.25,331.9,12.48,0,11.35,330.77,2,Churned,Yes,89,3684,Price,Price too high
1891-FZYSA,Male,65,No,Yes,Yes,No,0,United States,California,Piercy,95587,39.955587,-123.681175,200,Q3,Yes,1,69,,Yes,16.34,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.95,6143.15,6.79,110,1127.46,7373.82,1,Churned,Yes,82,6363,Competitor,Competitor had better devices
9685-WKZGT,Male,67,No,Yes,No,No,0,United States,California,Carmichael,95608,38.626128,-121.328011,58830,Q3,No,0,14,Offer D,Yes,16.32,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1036.75,39.29,0,228.48,1225.94,3,Churned,Yes,70,2075,Price,Extra data charges
6022-UGGSO,Female,70,No,Yes,No,No,0,United States,California,Citrus Heights,95610,38.69508,-121.271616,43718,Q3,No,0,32,Offer C,Yes,33.22,No,Yes,Fiber Optic,9,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,2276.95,44.31,0,1063.04,3295.68,1,Churned,Yes,90,2091,Competitor,Competitor had better devices
3923-CSIHK,Female,69,No,Yes,Yes,No,0,United States,California,Herald,95638,38.313447,-121.123886,1745,Q3,Yes,1,50,,Yes,4.6,No,Yes,Cable,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,3444.85,0.0,0,230.0,3674.85,3,Churned,Yes,94,5746,Other,Poor expertise of online support
3677-IYRBF,Female,73,No,Yes,No,No,0,United States,California,Newcastle,95658,38.883224,-121.15918,6096,Q3,No,0,2,,No,0.0,No,Yes,DSL,13,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.4,78.65,0.0,0,0.0,78.65,1,Churned,Yes,90,4002,Attitude,Attitude of support person
8118-LSUEL,Male,74,No,Yes,No,No,0,United States,California,Roseville,95678,38.759751,-121.288545,30614,Q3,No,0,23,,Yes,17.62,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,2483.5,0.0,0,405.26,2888.76,1,Churned,Yes,79,5507,Dissatisfaction,Product dissatisfaction
5277-ZLOOR,Female,78,No,Yes,No,No,0,United States,California,Applegate,95703,38.983388,-120.988814,1526,Q3,No,0,2,Offer E,Yes,5.49,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.55,187.45,0.0,0,10.98,198.43,3,Churned,Yes,86,5512,Dissatisfaction,Network reliability
4248-HCETZ,Male,77,No,Yes,Yes,No,0,United States,California,Sacramento,95814,38.584505,-121.491956,16599,Q3,Yes,1,30,Offer C,Yes,6.23,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,2365.15,0.0,0,186.9,2552.05,3,Churned,Yes,73,2174,Attitude,Attitude of support person
9174-FKWZE,Female,70,No,Yes,No,No,0,United States,California,Sacramento,95819,38.567594,-121.437507,15975,Q3,No,0,1,,Yes,22.92,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.45,19.45,0.0,0,22.92,42.37,1,Churned,Yes,78,3848,Dissatisfaction,Limited range of services
5307-DZCVC,Female,78,No,Yes,Yes,No,0,United States,California,Sacramento,95835,38.685069,-121.543709,854,Q3,No,0,32,Offer C,Yes,48.95,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.95,2628.6,0.0,0,1566.4,4195.0,3,Churned,Yes,74,2431,Price,Extra data charges
8679-JOEVF,Female,75,No,Yes,No,No,0,United States,California,Sacramento,95838,38.646096,-121.442433,34894,Q3,No,0,16,,Yes,36.83,No,Yes,DSL,16,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.4,1023.9,0.0,0,589.28,1613.18,1,Churned,Yes,87,5556,Price,Price too high
4803-AXVYP,Female,75,No,Yes,No,No,0,United States,California,Butte City,95920,39.449794,-121.936372,303,Q3,No,0,38,Offer C,Yes,47.39,Yes,Yes,Fiber Optic,2,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,0.0,0,1800.82,5535.07,1,Churned,Yes,91,3474,Dissatisfaction,Service dissatisfaction
5649-ANRML,Male,76,No,Yes,No,No,0,United States,California,Clipper Mills,95930,39.562239,-121.14836,282,Q3,No,0,2,Offer E,Yes,12.96,No,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1,180.25,0.0,0,25.92,206.17,3,Churned,Yes,90,4486,Other,Poor expertise of online support
7395-IGJOS,Male,70,No,Yes,Yes,No,0,United States,California,Quincy,95971,39.971228,-121.041166,6189,Q3,Yes,1,17,,Yes,9.5,No,Yes,Fiber Optic,16,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,81.5,1329.2,0.0,0,161.5,1490.7,2,Churned,Yes,79,3443,Competitor,Competitor made better offer
7890-VYYWG,Male,67,No,Yes,Yes,No,0,United States,California,Sutter,95982,39.172777,-121.805845,3193,Q3,Yes,1,3,Offer E,No,0.0,No,Yes,DSL,20,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,93.7,0.0,0,0.0,93.7,1,Churned,Yes,89,3766,Competitor,Competitor had better devices
9907-SWKKF,Female,69,No,Yes,No,No,0,United States,California,Twain,95984,40.022184,-121.062384,73,Q3,No,0,1,Offer E,No,0.0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.05,25.05,0.0,0,0.0,25.05,1,Churned,Yes,65,4842,Competitor,Competitor had better devices
6397-JNZZG,Female,70,No,Yes,Yes,No,0,United States,California,Adin,96006,41.171578,-120.913161,615,Q3,Yes,1,43,Offer B,No,0.0,No,Yes,DSL,21,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,55.55,2342.2,0.0,0,0.0,2342.2,1,Churned,Yes,85,2573,Competitor,Competitor had better devices
7779-LGOVN,Male,74,No,Yes,Yes,No,0,United States,California,Paskenta,96074,39.884395,-122.587513,263,Q3,Yes,2,10,,Yes,46.5,Yes,Yes,Cable,4,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.65,856.65,0.0,0,465.0,1321.65,1,Churned,Yes,84,4990,Dissatisfaction,Limited range of services
9710-ZUSHQ,Female,77,No,Yes,No,No,0,United States,California,Red Bluff,96080,40.186772,-122.388361,26438,Q3,No,0,37,Offer C,Yes,41.85,Yes,Yes,Fiber Optic,2,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.75,4056.75,0.0,0,1548.45,5605.2,1,Churned,Yes,92,5849,Price,Lack of affordable download/upload speed
3902-FOIGH,Male,66,No,Yes,Yes,No,0,United States,California,Doyle,96109,40.012675,-120.101857,1177,Q3,Yes,1,12,,Yes,48.5,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1218.55,0.0,0,582.0,1800.55,1,Churned,Yes,68,3967,Dissatisfaction,Product dissatisfaction
3318-OSATS,Male,70,No,Yes,No,No,0,United States,California,Sierra City,96125,39.600599,-120.636358,348,Q3,No,0,35,Offer C,Yes,35.1,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.45,3474.05,0.0,80,1228.5,4782.55,2,Churned,Yes,91,2080,Other,Don't know
2636-ALXXZ,Female,68,No,Yes,No,No,0,United States,California,Tahoe Vista,96148,39.24124,-120.054765,678,Q3,No,0,1,Offer E,Yes,45.8,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,45.8,115.4,2,Churned,Yes,74,2151,Dissatisfaction,Poor expertise of online support
9885-CSMWE,Female,65,No,Yes,No,No,0,United States,California,Los Angeles,90007,34.027337,-118.28515,45025,Q3,No,0,1,Offer E,Yes,18.37,No,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.45,78.45,0.0,0,18.37,96.82,1,Churned,Yes,67,2139,Dissatisfaction,Product dissatisfaction
8058-JMEQO,Female,76,No,Yes,No,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,Q3,No,0,9,Offer E,Yes,12.91,Yes,Yes,Fiber Optic,21,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,762.5,0.0,0,116.19,878.69,3,Churned,Yes,95,3543,Competitor,Competitor made better offer
7657-DYEPJ,Male,73,No,Yes,No,No,0,United States,California,Los Angeles,90024,34.066303,-118.435479,44150,Q3,No,0,38,Offer C,Yes,5.75,No,Yes,Cable,30,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.15,2497.35,0.0,0,218.5,2715.85,3,Churned,Yes,82,2645,Price,Lack of affordable download/upload speed
8276-MQBYC,Male,70,No,Yes,No,No,0,United States,California,Los Angeles,90028,34.099869,-118.326843,30568,Q3,No,0,51,Offer B,Yes,19.49,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,97.8,4913.3,0.0,0,993.99,5907.29,2,Churned,Yes,81,6204,Price,Long distance charges
